,comentario,liguagem
164,Um can we just talk about how Ariana looks PERFECT in this video?,en
165,"My classmate back in college used to blast this song and me that time was not really obsessed with this song. Almost 7 years later, now I know why.",en
166,love this song.,en
167,ARIANA  I LOVE YOU THIS IS A BEATIFUL SONG ️️️,en
168,Eu amo esta canção me lembra o ensino medo ,pt
169,She doesn't know how cute and pretty she looks with her hair down!,en
170,this song is still in my heart,en
171,I'm so into this song since it was released till today...,en
172,It's 2023 and this song still hits like a blockbuster!!! ,en
173,This hits different when you’re falling for someone who isn’t feeling the same,en
174,"Because of this song, it gave me another story to write. It went my mind wild",en
175,it’s getting so close to 1 billion views! come on arianators! we can do this!,en
176,My favourite song !! <33 i love you ari ,en
177,This song deserves 1B since day 1 ,en
178,"Am I the only one who loves her every song, every music video, every album, every move and everything she does??",en
179,"Let's make it 1M, cuz this masterpiece deserve it",en
180,3:40 can we just appreciate how high she can go with her voice!,en
181,For some reason  this should  be around 3 billion views,en
182,I am a huge Arianator and this song is my favourite,en
183,TWO VIDEOS IN TWO DAYS?? WTF ARIANA IS SLAYING SO HARD I CAN'T EVEN ,en
184,Ariana tá o auge da beleza nesse clipe,pt
185,It can't just be me who thinks Arianna's old songs are better than the recent,en
186,I love this <3,en
187,I was literally obsessed with song back in 2016. Such good memories!,en
188,I am literally so obsessed with this song I can't go a day without listening to this,en
189,So nice song,en
190,She have angel voice i love her so much ,en
191,You can’t blame her for falling in love with her bodyguard. He’s handsome af!,en
192,love this!,en
193,E top Ariana Grande,en
194,The fact that she fell for her bodyguard is kinda romantic like forbidden love,en
195,"Lyrics

I'm so into you
I can barely breathe",en
196,I'm so INTO this song!!,en
197,I love this song so much,en
198,The chemistry between them ,en
199,"Into You for me is Ariana's best clip, the concept, the visuals, everything that appears in this clip is perfect, I miss the Dangerous Woman era.",en
200,"c’mon this deserves to have 1B views, such a great song",en
201,Vamos bater o 1B,pt
202,2023 and still listening to this masterpiece ️,en
203,I was an arianator when I was 12 - 15 years old and this song was my favourite for a long time,en
204,Almost to 1B!!! We can do it come on!!,en
205,This song deserves 1 billion views. Ari is a queen of pop. A queen of song. Her voice is amazing and beautiful. She has that little something that makes us dream. She is a divine woman and so pretty. I love her so much.She deserves more than anything to be happy. He's my all-time favorite human. I love him so much. He's my baby forever. Arianator forever ️️️,en
206,i love this song,en
207,This is real love ️,en
208,1B is already very close... ,en
209,this getting 1B views will be a testament to the fact that it wasn’t a flop but rather a moderate radio hit proud of ariana,en
210,I wanted to go to your concert so bad So thank you for the awesome music :-D,en
211,eles realmente tiveram uma química palpável.,pt
212,This song is a masterpiece.,en
213,I can't believe this song is 4 years old already,en
214,I remember when I walked in to school and told him how I felt about  him and then this  song played in the speakers of the hallway as a walk of into victory as he stands there admiring me walking into the distance and then my mom woke me up ,en
215,This entire era was just pure gold,en
216,This song and “Clover Cage - Ego Dissolution” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ️,en
217,This song and “Clover Cage - This Is What The World Needs” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ️,en
218,Sexy without being disgusting that’s an Achievement in my Eyes such a good song such a energetics song such a bop as the kids say incredible incredible seven years old but still so phenomenal.,en
219,The Dangerous Woman era was iconic,en
220,"My favorite Ariana Grande song, it is her best vocal performance in my opinion",en
221,2023 and I am still listening to this song ,en
222,Ariana Grande is the only artist I can listen to for hours on end... every day. I'm still as obsessed as I was when I was 14 years old .,en
223,Passing here before the 1 billion! And I'm so into you Ariana.,en
224,This song always puts me in a sexy mood! ,en
225,this song has been im my head all day,en
226,"Don’t worry. You’re not the only one listening to this masterpiece in 2021

Edit: omg its 2022
omggggg its 2023!!",en
227,I really love this song,en
228,What a beautiful little lady both so talented,en
229,"I can’t be the only one who thinks this is Ari’s greatest album of all time right


Edit: Damn thats a lotta likes lmao",en
230,There’s some kind of magic about Ariana.,en
231,happy anniversary to this iconic song!!!!,en
232,"this hits different when you're really into someone

ariana go in soo hard on this right here, straight up BANGER! she aint like all them goofies and oppas who just be usin dat HIPVIEWS dawwwwt cawwwwm to get mad exposure on the socials, SMH seem like anyone can glow up these days",en
233,Is anyone just sitting on their bed in quarantine and just watching all Ariana's music videos?,en
234,"I'm so into you
I can't wait for it
You know I love you
When you're close to me",en
235,Just walked out of an abusive relationship because this song and “Clover Cage - Learning To Love Myself” are the two songs that got rid of my depression. I’m free . I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ️,en
236,The best music video of 2016 ♡,en
237,I love this song,en
238,CAN WE JUST SAY THAT ARIANA IS SLAYING THAT LOOK <3 <3,en
239,This song and “Clover Cage - Make a Difference” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
240,"The shots accompanying Ariana's first lot of ""... cause i'm so into you, into you.... into you"" are stunningly mesmerising. Thank the Lord they are slow'mos",en
241,The best song<3,en
242,A very unpopular opinion among arianators: This is still her best single and best music video,en
243,how does a song like this not have a grammy?,en
244,Old but gold<3,en
245,can't wait to sing this and be able to really feel it w someone.,en
246,Ariana doesn’t understand the POWER of this song. Literally so elite.,en
247,I don’t understand how this didn’t hit 1B years ago this is peak ari,en
248,This song is stuck in my head ️,en
249,I feel this so much right now ,en
250,Não a primeira vez que vc está aqui e nem será a última hohohohoho️,pt
251,20 milhões pra chegar 1 bilhão,pt
252,Type of relationship everyone wants. Don’t lie...,en
253,She’s so good,en
254,"I watched this video 150 times, incredible!!!",en
255,This probably the best song I have ever  heard I love all your song arianna,en
256,This song takes me back to when everything was so easy ,en
257,Best song of all time,en
258,"Just saying is it me or is it that if I see her video I'm so addicted to it,thanks Ari",en
259,I also love this actor as well as this song so much perfection in one.,en
260,this song will be playing in malls for the next 20 years,en
261,I love this song sm T^T,en
262,This beat is fire and this video is romantic,en
263,I'm a fan of your songs and you ,en
264,Dangerous woman album is a masterpiece...,en
265,We are almost 2023 and I am still as obsessed w song just like I was 6 years ago,en
266,Sounds just as a good as the first time I heard it.,en
267,It's 2023 I'm still into it.,en
268,idk if it’s only me but this song makes me feel so single,en
269,This song and “Clover Cage - Frozen In Time” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ️,en
270,"2016: wow this song is awesome...  
2017: WOW THIS SONG IS AMAZING 
2018: WOW THIS SONG IS UNBELIEVABLE 
2019: THIS IS POP PERFECTION",en
271,Greatest vocalist of all time,en
272,FUN FACT : I AM ALREADY INTO THIS SONG.,en
273,this is always my jam (more like to lip sync) you got the feels and umphs for a music,en
274,I remember being 13 and listening to this and now I'm almost 20. Where did all the years ago?,en
275,This song and “Clover Cage - Frozen In Time” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
276,"I'm so into you
I can barely breathe
And all I wanna do
Is to fall in deep",en
277,Love This song ️️️️,en
278,Love Ariana Grande she is so cool  xxxxxx from Izzy ️️️️,en
279,I love this song,en
280,"Who almost cried seeing how far she came,I'm a proud Arianator",en
281,hits more different when no one pops in you mind when listening to this,en
282,It’s about time I left a comment of admitting that this specific video is my guilty pleasure  jeez I love this video so much ️,en
283,This song and “Clover Cage - Frozen In Time” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
284,Fact : This song never get old.,en
285,"5 years later, if you're still watching this, you're a legend.",en
286,Love from India🇮🇳 biggest fan of your voice ,en
287,This woman has got the most beautiful voice in the whole biz.,en
288,"Ariana has been one of the top singers back then,",en
289,6 years later and I’m still here today!,en
290,Let’s be honest... we never stopped watching.,en
291,"This still is too good, ariana was ahead of time with Into You",en
292,Arianator let's show her our power and make this hit to 1billion before her birthday,en
293,Soon 1 billion views !!,en
294,"I'm here at the end of 2022, this song is still incredible ",en
295,"This was one of my favourite songs during my teenage years. I would have played this song on full volume, if I didn't have an image to maintain. A girl, who wears a dupatta on her head can't play such a bold song on full volume... Otherwise, there will be world war 3...",en
296,"In the video:  her boyfriend cheats on her, she runs out of the club, very upset, and one of her bodyguards notices and pursues her.  Thus begins their semi-scandolous relationship, in which they both fall madly in love with each other. :)  Love this song!!",en
297,2016 beautiful song.. Still catchy,en
298,I feel like I could do anything when I listen to this song,en
299,My Favorite Song: Into You ,en
300,Still rooting for this song after so many years,en
301,"still the best ariana song for me.

edited ( 08252021 ): yes i'm still here listening to this iconic song !!",en
302,This song and “Clover Cage - Make a Difference” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
303,I'm fall in love with this song.,en
304,972M views come on guys let her hit one billion views,en
305,still slaps hard wtf is wrong with this song im obsessed,en
306,A song that has more than 800 million views but is still underrated.,en
307,I like to listen while im traveling with my husband ,en
308,Still love this song,en
309,I love this song so much omg,en
310,This goes out to my new crush my love interest/ husband🫶️ I can't believe I can actually say that cuz after my ex I thought I was done but you never know what will surprise you So Into You definitely taking it slow one day at a time and it's up to you just hope you don't blow it like everybody else!!! Take this chance and run with it and use it wisely forever my love️,en
311,"I want this to be a movie..

Cause I freaking wanna know what happened next.",en
312,this is iconic,en
313,this is art,en
314,I love this song lots,en
315,I love the video and song wow beautiful song !!,en
316,Essa música me lembra 2019 quando jogava freefire eu escutava ela enquanto jogava. Hj só lembranças msm sdds tempo q não volta mais ,pt
317,2023 and I'm still obsessed lol,en
318,Feb 2023 and a I'm still loving this masterpiece ️,en
319,nearly 7 years and still so hard,en
320,Pure gold,en
321,"I'm so into you
I can barely breathe
And all I wanna do
Is to fall in deep",en
322,Song gets better when you're really into someone,en
323,It might be 6 years later- but I still listen to this song DAILY,en
324,"Talented, brilliant, incredible, amazing, show stopping, spectacular, never the same, totally unique, completely not ever been done before, unaffraid to refference or not refference, put it in a blender, shit on it, vomit on it, eat it, give bith to it",en
325,Happy 7 years to this song!! <3,en
326,this song wasn’t a n1 hit on billboard but it FEELS like it was omg.,en
327,"I think Ariana has done some great pop music, she's done the deeper stuff really well also...
She's been great, but has'nt got the music awards...just shows what a cartel those crappy awards are. I know my shit, and i know how good you are",en
328,Very very good arragment.,en
