,comentario,liguagem
119,"Tenho uma lista muito pequena de artistas que gosto de ouvir em qualquer uma das suas músicas (5) e principalmente que tenho especial gosto em ouvir ao vivo. Para mim quem canta ao vivo tão bem ou melhor do que no estúdio é um verdadeiro artista.
Pela primeira vez um cantor português está na minha lista. Fico feliz porque a nossa língua é maravilhosa e rica.",pt
120,#Brasil  Fernando cara sou seu fã parabéns Deus abençoe sua vida ,pt
121,melhor musica que já ouvi até agora obg frenando por me dares inspiração para o meu futuro,pt
122,Muito TOP! ️,pt
123,"O Fernando Daniel é 
dos meus Primeiros Cantores 
Preferidos das músicas Portuguêsas 
Adoro a tua música Sem Ti ",pt
124,Muitos parabéns ,pt
125,É tão lindo!,pt
126,Mais uma bela música parabéns ,pt
127,Parabéns trabalho com êxito a 100%talentos fabuloso ,pt
128,"Espetacular, mais músicas juntos por favor!!",pt
129,"Quando vi quem eram os cantores sobe logo que viria uma música de 5 estrelas 🇵🇹
Se concordam deem like",pt
130,Muito bom ,pt
131,Parabéns por mais este grande êxito. ,pt
132,"esta musica explica o quanto a Sara faz falta agr, para nós e para toda a família Carreira, é mais uma estrelinha no céu, rezamos por ti Sarinha",pt
133,"Ouvi na escola, melhor música de sempre, adoro te.
És incrível, continua assim",pt
134,Lindo ,pt
135,ouço a tua música todos os dias,pt
136,"L E T R A: S E M T I 

Os ponteiros marcam horas
Só que eu sou sempre o último a ver",pt
137,Adorava ver uma música entre Diogo Piçarra e Fernando Daniel,pt
138,Queremos a Sem Ti em primeiro lugar das tendências,pt
139,Queremos a Sem Ti em primeiro lugar das tendências,pt
140,Queremos a Sem Ti em primeiro lugar das tendências,pt
141,Queremos a Sem Ti em primeiro lugar das tendências,pt
142,Queremos a Sem Ti em primeiro lugar das tendências,pt
143,Queremos a Sem Ti em primeiro lugar das tendências,pt
144,Queremos a Sem Ti em primeiro lugar das tendências,pt
145,Queremos a Sem Ti em primeiro lugar das tendências,pt
146,Queremos a Sem Ti em primeiro lugar das tendências,pt
147,Queremos a Sem Ti em primeiro lugar das tendências,pt
148,Queremos a Sem Ti em primeiro lugar das tendências,pt
149,Queremos a Sem Ti em primeiro lugar das tendências,pt
150,Queremos a Sem Ti em primeiro lugar das tendências,pt
151,Queremos a Sem Ti em primeiro lugar das tendências,pt
152,Queremos a Sem Ti em primeiro lugar das tendências,pt
153,Queremos a Sem Ti em primeiro lugar das tendências,pt
154,Queremos a Sem Ti em primeiro lugar das tendências,pt
155,Queremos a Sem Ti em primeiro lugar das tendências,pt
156,Queremos a Sem Ti em primeiro lugar das tendências,pt
157,Queremos a Sem Ti em primeiro lugar das tendências,pt
158,Queremos a Sem Ti em primeiro lugar das tendências,pt
159,Queremos a Sem Ti em primeiro lugar das tendências,pt
160,Queremos a Sem Ti em primeiro lugar das tendências,pt
161,Queremos a Sem Ti em primeiro lugar das tendências,pt
162,Queremos a Sem Ti em primeiro lugar das tendências,pt
163,Queremos a Sem Ti em primeiro lugar das tendências,pt
164,Queremos a Sem Ti em primeiro lugar das tendências,pt
165,Queremos a Sem Ti em primeiro lugar das tendências,pt
166,Queremos a Sem Ti em primeiro lugar das tendências,pt
167,Queremos a Sem Ti em primeiro lugar das tendências,pt
168,Queremos a Sem Ti em primeiro lugar das tendências,pt
169,Queremos a Sem Ti em primeiro lugar das tendências,pt
170,Queremos a Sem Ti em primeiro lugar das tendências,pt
171,Queremos a Sem Ti em primeiro lugar das tendências,pt
172,Queremos a Sem Ti em primeiro lugar das tendências,pt
173,Queremos a Sem Ti em primeiro lugar das tendências,pt
174,Queremos a Sem Ti em primeiro lugar das tendências,pt
175,Queremos a Sem Ti em primeiro lugar das tendências,pt
176,Queremos a Sem Ti em primeiro lugar das tendências,pt
177,Queremos a Sem Ti em primeiro lugar das tendências,pt
178,Queremos a Sem Ti em primeiro lugar das tendências,pt
179,Queremos a Sem Ti em primeiro lugar das tendências,pt
180,Queremos a Sem Ti em primeiro lugar das tendências,pt
181,Queremos a Sem Ti em primeiro lugar das tendências,pt
182,Queremos a Sem Ti em primeiro lugar das tendências,pt
183,Adoro,pt
184,Queremos a Sem Ti em primeiro lugar das tendências,pt
185,Queremos a Sem Ti em primeiro lugar das tendências,pt
186,Amo esta música está incrível faz me sentir mais animada quando tou triste és incrível eu quando oiço esta música começo a chorar de felicidade uma uma frase que eu gosto muito é O melhor meio para contribuir a felicidade é contribuir para a felicidade dos outros e tu fazes isso com os teus fãs com a tua banda a tua namorada e família parabéns espero que daqui para a frente tenhas muito sucesso bjs te amo muito ️️ ídolo,pt
187,Está a arrasar esta música adoro-te a ti e á tua voz,pt
188,Queremos a Sem Ti em primeiro lugar das tendências,pt
189,Adoro todas as tuas musicas!,pt
190,"Grande artistas, ficou brutal a combinação de vozes, força nisso ",pt
191,"Parabéns pelo vosso trabalho maravilhoso e agradeço por ter a letra para poder cantar, excelente bravo...",pt
192,Fernando devias estar nos palcos do mundo !!! Que voz !!!! Obg pelo excelente trabalho!!,pt
193,Amei esta música,pt
194,Adoro estes dois cantores por isso esta música é perfeits,pt
195,adoro!!!,pt
196,Descobri sua música no Uber hoje.  Virei fã já :) Que voz e sentimento tens! ,pt
197,A Sem Ti tem que estar em primeiro lugar das tendências,pt
198,Queremos a Sem Ti em primeiro lugar das tendências #7,pt
199,Obrigado Fernando Daniel e agir por esta maravilhosa música linda parabéns pelo vosso trabalho ️,pt
200,Apaixonada nessa melodia.....não consigo parar de ouvir ......,pt
201,A Sem Ti tem que estar em primeiro lugar das tendências,pt
202,A Sem Ti tem que estar em primeiro lugar das tendências,pt
203,Queremos a Sem Ti em primeiro lugar das tendências,pt
204,Queremos a Sem Ti em primeiro lugar das tendências,pt
205,A Sem Ti tem que estar em primeiro lugar das tendências,pt
206,Queremos a Sem Ti em primeiro lugar das tendências,pt
207,A Sem Ti tem que estar em primeiro lugar das tendências,pt
208,"Têm os dois uma voz maravilhosa, incrível e fantástica. Adoro os dois.",pt
209,"TOP, TOP, TOPPPPP️ 
MUITOS PARABÉNS ",en
210,Os meus dois cantores favoritos eu acho que vou desmaiar com esta música beijos aos dois,pt
211,A Sem Ti tem que estar em primeiro lugar das tendências,pt
212,Queremos a Sem Ti em primeiro lugar das tendências,pt
213,A Sem Ti tem que estar em primeiro lugar das tendências,pt
214,I don't understand a thing but damn! The beat and the voice says it all️,en
215,Bom trabalho fernado e agir estão de parabens,pt
216,Queremos a Sem Ti em primeiro lugar das tendências,pt
217,A Sem Ti tem que estar em primeiro lugar das tendências,pt
218,"Parabéns  , mais um sucesso",pt
219,A Sem Ti tem que estar em primeiro lugar das tendências,pt
220,"qualquer que seja o cantor(a), no dueto com o FD, este(a) sai sempre feliz de cena",pt
221,Apaixonada por esta música ️,pt
222,Queremos a Sem Ti em primeiro lugar das tendências,pt
223,A Sem Ti tem que estar em primeiro lugar das tendências,pt
224,Parabéns aos dois! A Sara está a sorrir.. ela estava presente no vosso lançamento no The Voice e na homenagem ️ ela irá vos ajudar,pt
225,A Sem Ti tem que estar em primeiro lugar das tendências,pt
226,Parabéns ! mais um excelente trabalho :),pt
227,A Sem Ti tem que estar em primeiro lugar das tendências,pt
228,Música é linda cantam muito bem os dois beijinhos,pt
229,A Sem Ti tem que estar em primeiro lugar das tendências,pt
230,Acabei de descobrir esta música graças ao canal olá Brasil. ,pt
231,Estou a adorar continua grande carreira que tas a fazer ,pt
232,Maravilhoso de mais,pt
233,A Sem Ti tem que estar em primeiro lugar das tendências,pt
234,Queremos a Sem Ti em primeiro lugar das tendências,pt
235,A Sem Ti tem que estar em primeiro lugar das tendências,pt
236,Queremos a Sem Ti em primeiro lugar das tendências,pt
237,perfeito demais,pt
238,A Sem Ti tem que estar em primeiro lugar das tendências,pt
239,Incrivel a musica é mesmo Muito gira. Parabens. ,pt
240,A Sem Ti tem que estar em primeiro lugar das tendências,pt
241,Está Brutal ,pt
242,Parabéns! Muito linda e uma interpretação irrepreensível.,pt
243,"Incrível , adorei combinam super️",pt
244,A Sem Ti tem que estar em primeiro lugar das tendências,pt
245,Está incrível!! Cada vez mais surpreende   AMEIII,pt
246,A Sem Ti tem que estar em primeiro lugar das tendências,pt
247,Eu adoro as músicas do Fernando  Daniel,pt
248,EU JÁ ADOREI MUITO ESTÁ BONITINHO.   AAAAAAA.  KKKKKKKKK,pt
249,Que boa essa música.,pt
250,A Sem Ti tem que estar em primeiro lugar das tendências,pt
251,Queremos a Sem Ti em primeiro lugar das tendências,pt
252,A Sem Ti tem que estar em primeiro lugar das tendências,pt
253,Queremos a Sem Ti em primeiro lugar das tendências,pt
254,Parabéns está música é brutal adoro ,pt
255,A Sem Ti tem que estar em primeiro lugar das tendências,pt
256,Queremos a Sem Ti no primeiro lugar das tendências,pt
257,A Sem Ti tem que estar em primeiro lugar das tendências,pt
258,"Muito bem Pessoal. Grande letra, vozes e arranjo musical.",pt
259,Olha Fernando Daniel eu vite tu a cantar ontem e tu mereces aplausos só tua fâ!!!,pt
260,Queremos a Sem Ti em primeiro lugar das tendências,pt
261,A Sem Ti tem que estar em primeiro lugar das tendências,pt
262,Linda  música,pt
263,A Sem Ti tem que estar em primeiro lugar das tendências,pt
264,A Sem Ti tem que estar em primeiro lugar das tendências,pt
265,"Es o melhor de sempre,adoro te,continua com este trabalho excelente ",pt
266,A Sem Ti tem que estar em primeiro lugar das tendências,pt
267,Queremos a Sem Ti em primeiro lugar das tendências,pt
268,Ficou top adorei,pt
269,"Olá Fernando Daniel não me conheces muito bem mas já me ouvis te cantar
 queria dizer que és uma inspiração para mim e que quando estou triste vejo as tuas palavras em forma de canção e fico feliz
Obrigado por tudo",pt
270,A Sem Ti tem que estar em primeiro lugar das tendências,pt
271,A Sem Ti tem que estar em primeiro lugar das tendências,pt
272,Quem esta ansioso para ver o Fernando no the voice kids!!  quando começa?,pt
273,Sou do Brasil e sou louco por essa música,pt
274,És o meu cantor favorito Fernando adoro essa música ,pt
275,A Sem Ti tem que estar em primeiro lugar das tendências,pt
276,Incrível acerio  todos os portigueses deveriam estar orgulhosos de ti ,pt
277,A Sem Ti tem que estar em primeiro lugar das tendências,pt
278,Meu deus recebi agora a notificação ficou incrível,pt
279,Continua na onda da música Nandinho.,pt
280,"Eu adora todas  as tuas músicas são lindas  és uns dos melhores cantores do mundo , parabéns",pt
281,A Sem Ti tem que estar em primeiro lugar das tendências,pt
282,A Sem Ti tem que estar em primeiro lugar das tendências,pt
283,Queremos a Sem Ti em primeiro lugar das tendências,pt
284,cantam muito bem,pt
285,Mas que boa energia este tema passa!! BRUTAL!!,pt
286,Já devia estar no top #1,pt
287,PARABÉNS aos 2 está TOP,pt
288,Muito bom  #7,pt
289,Adoro,pt
