,comentario,liguagem
178,this song is so good,en
179,Dude has a very cool voice and style.,en
180,I'm only now starting to realise how good Post Malone is,en
181,I love this song keep posting more ️,en
182,"Post is the perfect example of ""don't judge a book by its cover""",en
183,ouvindo desde o lançamento e não por causa da porcaria do tik tok,pt
184,such a vibe <3,en
185,post is awesome i love him ,en
186,his a living legend,en
187,This dude never fails to create a banger....,en
188,"He isn't a rapper
He is on another level
Congratulations",en
189,This song and “Clover Cage - Lost Then Found” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you ,en
190,I respect and adore the people who were Posty fans before he was famous,en
191,"Damn, 2018 was such a warm year thank you postyyyy for reminding me of my better days when the dark days hit..",en
192,Love this song,en
193,"""You're only the love of my life.""
God damn, what a line.",en
194,"Why would anyone hate on post, he makes absloutely great music.",en
195,"This song changes my mood for the better and makes me feel alive, and the song “Clover Cage - Frozen In Time” took away my depression and changed my life. I am now working on loving myself and becoming the best version of me! Love you guys ",en
196,This song and “Clover Cage - This Is What The World Needs” are the two songs keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better. We are in this together..I love you..,en
197,In my top 5 most favourites from Post and overall this is still a good song and good to see life goes on,en
198,This dude has the talent then practiced music himself now he doesn't even have to make own music,en
199,This video is the only thing the song needs to top the hot 100 chart.,en
200,hands down his second best song after i fall apart,en
201,This is a really good song from Post Malone. It makes me feel nostalgic for something that never happened.,en
202,I love the song I cant stop listening to it thank you!,en
203,It would be a birthday wish come true to see him in concert,en
204,On repeat well all his albums are postyfan always super fan here Texas love support respect️️,en
205,"Amazing song, can't get it out of my head... you have no heart and soul if this song does not get to you!!!",en
206,I listen mostly to songs that teach you and have lyrics that can change your life,en
207,"Keep hearing the name, keep seeing videos of how nice he is to his fans, so I thought I'd check out the music. Yeah not a fan of the music, and I won't be listening to it again.
But from what I have seen of him, he is a genuine role model. The world needs more people like this.",en
208,"You prolly think that you are better now, better now
You only say that 'cause I'm not around, not around
You know I never meant to let you down, let you down
Woulda gave you anything",en
209,I'm addicted to better now song ,en
210,"Oh God, this song is so addictive. It's too beautiful ",en
211,Still hits,en
212,Man Post has some of the best music videos out there,en
213,This song hits you on a different level!!!,en
214,"To all the people arguing if hes a rapper or singer. It doesnt matter. Its music, damn good music.",en
215,When im feeling fucked up and down this song always lifts me up put's on the right track again,en
216,Great song its cool how he has concert crowds in the video thats why hes so fuckin cool,en
217,Que musica senhora e senhores!,pt
218,"When you finally move on, you grow! Growth is all that matters for the soul. Keep loving and growing!",en
219,"2023 and still an awesome song, respect.",en
220,"I’ve probably listened to this song 300 times, today I finally got to feel what this song is really about and it genuinely made me cry and feel things I’ve never felt before. Listening to the song when your happy it just sounds good but the lyrics really hit different when you actually listen.",en
